timestamp,link,Lookup_ID,Version,Content Category: Gift Announcement,Interest Area: Giving Blueday,Interest Area: Student Support,Interest Area: History,Interest Area: Diversity Equity and Inclusion,Interest Area: Poverty,Interest Area: Sustainability,Interest Area: Environment,Interest Area: City of Detroit,Interest Area: Health and Wellness,Interest Area: Public Good,Interest Area: Facilities,Interest Area: Arts,Interest Area: Education,Interest Area: Science,Interest Area: Military and Veterans,Interest Area: International,Interest Area: Aging,S/C/U: Gerald R. Ford School of Public Policy,S/C/U: Rackham Graduate School,S/C/U: Bentley Historical Library,S/C/U: Student Life,"S/C/U: College of Literature, Science, and the Arts",S/C/U: Student Publications,S/C/U: Institute for Social Research,S/C/U: Stephen M. Ross School of Business,S/C/U: School for Environment and Sustainability,S/C/U: Michigan Medicine,S/C/U: School of Dentistry,S/C/U: University of Michigan Museum of Art,S/C/U: School of Education,S/C/U: Athletics,S/C/U: Detroit Observatory
1/31/2022 15:17,Learn about the Weill gift,722364,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
2/2/2022 17:03,Learn about the Warren bequest,726217,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
5/12/2022 8:17,womens-basketball-harris-family,731699,Major Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
1/31/2022 8:22,Read about the program,740482,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
3/27/2022 0:11,Learn about the collection,746319,Major Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
5/12/2022 13:11,Learn more about the program,748572,Major Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
3/25/2022 13:05,Learn about the collection,750049,Annual Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
1/31/2022 11:54,Read about the Bentley gift,761370,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 11:05,Learn about the Weiser gift,784515,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 9:30,Learn about the Warren bequest,785337,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 13:35,Learn about the Weill gift,800818,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
2/3/2022 8:24,Learn about the Warren bequest,805099,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
5/12/2022 10:40,Experience the observatory,807898,Major Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 12:27,womens-basketball-harris-family,807898,Major Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
1/31/2022 10:02,Read about the program,811178,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 10:00,Read about the Bentley gift,811178,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 8:12,Learn about the Weill gift,811671,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/26/2022 16:43,Learn about U-M’s Ginsberg Center,814428,Annual Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
5/12/2022 9:10,Experience the observatory,816954,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 8:59,womens-basketball-harris-family,816954,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
1/31/2022 8:10,Learn about the Ross School gifts,824471,Major Giving,Gift Announcement,,Student Support,,Diversity Equity and Inclusion,Poverty,Sustainability,,,,,,,,,,,,,,,,,,,Stephen M. Ross School of Business,,,,,,,
3/25/2022 8:47,Learn about the collection,828245,Major Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
1/31/2022 10:29,Read about the program,832753,Major Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 10:23,Read about the program,832753,Major Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 10:21,Read about the program,832753,Major Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 20:22,Learn about the Weill gift,836621,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/26/2022 15:52,Read about the impact,836621,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 9:09,Learn more about the program,841021,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
1/31/2022 10:47,Meet Dyanna,847471,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
2/2/2022 18:59,Read about the Bentley gift,847641,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
5/12/2022 16:46,womens-basketball-harris-family,849698,Major Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
5/12/2022 16:47,womens-basketball-harris-family,849698,Major Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
5/12/2022 16:48,grosfeld-kellogg-center-gift,849698,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,Aging,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 10:04,Learn about the Weiser gift,849698,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 10:02,Learn about the Ross School gifts,849698,Major Giving,Gift Announcement,,Student Support,,Diversity Equity and Inclusion,Poverty,Sustainability,,,,,,,,,,,,,,,,,,,Stephen M. Ross School of Business,,,,,,,
1/31/2022 18:20,Learn about the Weill gift,849698,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 9:59,Learn about the Weill gift,849698,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 8:40,Meet Dyanna,850500,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 12:43,Learn about the Weill gift,857750,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 13:13,Learn about the Warren bequest,867251,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 13:07,Learn about the Warren bequest,870687,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 10:29,Learn about the Weill gift,872362,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
2/1/2022 1:29,Learn about the Warren bequest,905227,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
3/25/2022 9:08,Read about the Culture Corps,926978,Annual Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
1/31/2022 14:10,Learn about the Weill gift,932413,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 11:19,Learn about the Warren bequest,936674,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
3/25/2022 9:32,Learn about the collection,941347,Major Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
3/25/2022 9:32,Learn about the collection,941347,Major Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
5/12/2022 8:32,Experience the observatory,981187,Major Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 8:32,Learn about U-M’s Ginsberg Center,981187,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 17:03,Learn about the Warren bequest,1004608,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
3/25/2022 15:17,Read about the institute,1038059,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
5/12/2022 22:16,Experience the observatory,1050761,Major Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 22:15,womens-basketball-harris-family,1050761,Major Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
3/25/2022 15:02,Learn about the collection,1050761,Major Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
3/25/2022 15:04,Read about the institute,1050761,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 17:36,Learn about the Warren bequest,1050761,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 17:31,Read about the Bentley gift,1050761,Major Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 11:20,Learn about the Weill gift,1050761,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 17:11,Experience the observatory,1075019,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 12:16,Experience the observatory,1085554,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 9:05,grosfeld-kellogg-center-gift,1087058,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,Aging,,,,,,,,,,Michigan Medicine,,,,,
3/25/2022 8:40,Read about the institute,1087058,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
3/25/2022 8:42,Read about the Culture Corps,1087058,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
1/31/2022 8:28,Learn about the Warren bequest,1087617,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
2/22/2022 10:33,Learn about the Warren bequest,1091943,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 16:55,Learn about the Warren bequest,1093101,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 17:02,Read about the program,1093101,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 16:49,Learn about the Weill gift,1093101,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 11:32,Experience the observatory,1095705,Major Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 10:33,Read about the program,1095705,Major Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
3/26/2022 9:30,Learn about U-M’s Ginsberg Center,1098196,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 9:58,Meet Dyanna,1099462,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
5/12/2022 8:23,Meet the graduates,1099462,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 8:39,Learn about the Stone Center,1099841,Major Giving,Gift Announcement,,,,,Poverty,,,,,,,,,,,,,,,,,,,Institute for Social Research,,,,,,,,
1/31/2022 13:06,Read about the program,1111127,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 15:02,Read about the Bentley gift,1115170,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 9:22,Read about the program,1115391,Major Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
3/25/2022 8:36,Learn about U-M’s Ginsberg Center,1116721,Annual Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 12:05,Read about the Bentley gift,1124882,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
5/12/2022 9:36,Learn more about the program,1125758,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
1/31/2022 9:14,Read about the Bentley gift,1125990,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 11:12,Read about the program,1126064,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 10:04,womens-basketball-harris-family,1126489,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
2/16/2022 11:48,Read about the Bentley gift,1127068,Major Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
5/12/2022 17:27,womens-basketball-harris-family,1128449,Major Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
1/31/2022 9:24,Learn about the Ross School gifts,1133317,Major Giving,Gift Announcement,,Student Support,,Diversity Equity and Inclusion,Poverty,Sustainability,,,,,,,,,,,,,,,,,,,Stephen M. Ross School of Business,,,,,,,
1/31/2022 9:25,Learn about the Stone Center,1133317,Major Giving,Gift Announcement,,,,,Poverty,,,,,,,,,,,,,,,,,,,Institute for Social Research,,,,,,,,
1/31/2022 9:25,Learn about the Weill gift,1133317,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 13:25,Read about the Bentley gift,1134139,Major Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 11:02,Learn about the Weill gift,1135821,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 15:32,Meet the graduates,1136690,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 15:30,Meet the graduates,1136690,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 10:21,Learn about the Warren bequest,1143840,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 9:29,Learn about the Weill gift,1145681,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/13/2022 1:03,Experience the observatory,1146270,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 13:57,Experience the observatory,1146831,Major Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 11:41,Read about the institute,1146831,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
3/25/2022 11:39,Read about the Culture Corps,1146831,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
1/31/2022 15:25,Learn about the Weill gift,1148837,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 10:07,Experience the observatory,1149210,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 9:17,Experience the observatory,1149210,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 15:19,Learn about U-M’s Ginsberg Center,1150388,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
3/25/2022 15:25,Learn more about CAI’s global reach,1150388,Major Giving,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,
3/25/2022 15:23,Read about the Culture Corps,1150388,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
1/31/2022 12:23,Learn about the Weill gift,1150625,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/28/2022 13:10,Learn about the center,1151332,Major Giving,Gift Announcement,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,School of Education,,
3/28/2022 13:07,Learn about the collection,1151332,Major Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
3/28/2022 13:04,Meet Sarah,1151332,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,School of Dentistry,,,,
5/13/2022 14:07,grosfeld-kellogg-center-gift,1151332,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,Aging,,,,,,,,,,Michigan Medicine,,,,,
3/28/2022 13:12,Read about the institute,1151332,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
3/28/2022 12:59,Learn about U-M’s Ginsberg Center,1151332,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 15:34,Read about the Bentley gift,1151344,Major Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 19:13,Learn about the Stone Center,1151575,Major Giving,Gift Announcement,,,,,Poverty,,,,,,,,,,,,,,,,,,,Institute for Social Research,,,,,,,,
5/12/2022 18:09,Experience the observatory,1155015,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 9:59,Experience the observatory,1155601,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 9:39,Learn about U-M’s Ginsberg Center,1157784,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
3/25/2022 11:34,Learn about the collection,1158594,Major Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
5/12/2022 13:44,Experience the observatory,1160931,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 8:11,grosfeld-kellogg-center-gift,1161155,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,Aging,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 9:39,Meet Dyanna,1163361,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
3/25/2022 11:19,Read about the institute,1170843,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 21:27,Learn about the Warren bequest,1170843,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
3/25/2022 11:18,Read about the Culture Corps,1170843,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:34,Learn about the collection,1173649,Annual Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
1/31/2022 8:53,Read about the Bentley gift,1173649,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
5/12/2022 9:45,Experience the observatory,1178349,Major Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 10:58,Experience the observatory,1178349,Major Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/27/2022 14:19,Learn about U-M’s Ginsberg Center,1179767,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
5/12/2022 10:04,grosfeld-kellogg-center-gift,1179986,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,Aging,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 10:34,Learn about the Weiser gift,1179986,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
3/25/2022 15:16,Learn about U-M’s Ginsberg Center,1179986,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
